"","yrwk","year","week","cases","casesSouth","casesWest","casesEast","pop","popSouth","popWest","popEast"
"1",199501,1995,1,8,8,0,0,3232276,453759,810525,1338978
"2",199502,1995,2,2,2,0,0,3232276,453759,810525,1338978
"3",199503,1995,3,2,2,0,0,3232276,453759,810525,1338978
"4",199504,1995,4,1,1,0,1,3232276,453759,810525,1338978
"5",199505,1995,5,6,5,0,0,3232276,453759,810525,1338978
"6",199506,1995,6,2,2,0,0,3232276,453759,810525,1338978
"7",199507,1995,7,2,2,0,0,3232276,453759,810525,1338978
"8",199508,1995,8,1,1,0,0,3232276,453759,810525,1338978
"9",199509,1995,9,1,1,0,0,3232276,453759,810525,1338978
"10",199510,1995,10,1,1,0,0,3232276,453759,810525,1338978
"11",199511,1995,11,1,1,0,0,3232276,453759,810525,1338978
"12",199512,1995,12,1,1,0,0,3232276,453759,810525,1338978
"13",199513,1995,13,0,0,0,0,3232276,453759,810525,1338978
"14",199514,1995,14,3,3,0,0,3232276,453759,810525,1338978
"15",199515,1995,15,0,0,0,0,3232276,453759,810525,1338978
"16",199516,1995,16,0,0,0,0,3232276,453759,810525,1338978
"17",199517,1995,17,1,1,0,0,3232276,453759,810525,1338978
"18",199518,1995,18,1,1,0,0,3232276,453759,810525,1338978
"19",199519,1995,19,1,1,0,0,3232276,453759,810525,1338978
"20",199520,1995,20,1,1,0,0,3232276,453759,810525,1338978
"21",199521,1995,21,1,1,0,1,3232276,453759,810525,1338978
"22",199522,1995,22,1,0,0,0,3232276,453759,810525,1338978
"23",199523,1995,23,0,0,0,0,3232276,453759,810525,1338978
"24",199524,1995,24,2,2,0,0,3232276,453759,810525,1338978
"25",199525,1995,25,0,0,0,0,3232276,453759,810525,1338978
"26",199526,1995,26,0,0,0,0,3232276,453759,810525,1338978
"27",199527,1995,27,1,0,0,1,3232276,453759,810525,1338978
"28",199528,1995,28,1,1,0,0,3232276,453759,810525,1338978
"29",199529,1995,29,0,0,0,0,3232276,453759,810525,1338978
"30",199530,1995,30,2,2,0,0,3232276,453759,810525,1338978
"31",199531,1995,31,2,2,0,0,3232276,453759,810525,1338978
"32",199532,1995,32,2,2,0,0,3232276,453759,810525,1338978
"33",199533,1995,33,2,2,0,0,3232276,453759,810525,1338978
"34",199534,1995,34,1,1,0,0,3232276,453759,810525,1338978
"35",199535,1995,35,1,1,0,0,3232276,453759,810525,1338978
"36",199536,1995,36,2,2,0,0,3232276,453759,810525,1338978
"37",199537,1995,37,1,1,0,0,3232276,453759,810525,1338978
"38",199538,1995,38,2,2,0,0,3232276,453759,810525,1338978
"39",199539,1995,39,4,3,0,0,3232276,453759,810525,1338978
"40",199540,1995,40,1,0,1,3,3232276,453759,810525,1338978
"41",199541,1995,41,8,4,1,0,3232276,453759,810525,1338978
"42",199542,1995,42,5,4,1,0,3232276,453759,810525,1338978
"43",199543,1995,43,2,2,0,0,3232276,453759,810525,1338978
"44",199544,1995,44,1,1,0,0,3232276,453759,810525,1338978
"45",199545,1995,45,2,2,0,0,3232276,453759,810525,1338978
"46",199546,1995,46,1,1,0,0,3232276,453759,810525,1338978
"47",199547,1995,47,3,2,1,1,3232276,453759,810525,1338978
"48",199548,1995,48,3,0,1,1,3232276,453759,810525,1338978
"49",199549,1995,49,1,0,1,1,3232276,453759,810525,1338978
"50",199550,1995,50,8,3,3,1,3232276,453759,810525,1338978
"51",199551,1995,51,1,1,0,0,3232276,453759,810525,1338978
"52",199552,1995,52,1,1,0,0,3232276,453759,810525,1338978
"53",199601,1996,1,14,11,2,1,3249173,456390,815551,1347511
"54",199602,1996,2,1,1,0,0,3249173,456390,815551,1347511
"55",199603,1996,3,0,0,0,0,3249173,456390,815551,1347511
"56",199604,1996,4,2,1,0,1,3249173,456390,815551,1347511
"57",199605,1996,5,2,2,0,0,3249173,456390,815551,1347511
"58",199606,1996,6,0,0,0,0,3249173,456390,815551,1347511
"59",199607,1996,7,0,0,0,0,3249173,456390,815551,1347511
"60",199608,1996,8,1,1,0,0,3249173,456390,815551,1347511
"61",199609,1996,9,2,1,1,0,3249173,456390,815551,1347511
"62",199610,1996,10,1,1,0,0,3249173,456390,815551,1347511
"63",199611,1996,11,1,1,0,0,3249173,456390,815551,1347511
"64",199612,1996,12,1,1,0,0,3249173,456390,815551,1347511
"65",199613,1996,13,0,0,0,0,3249173,456390,815551,1347511
"66",199614,1996,14,0,0,0,0,3249173,456390,815551,1347511
"67",199615,1996,15,0,0,0,0,3249173,456390,815551,1347511
"68",199616,1996,16,1,1,0,0,3249173,456390,815551,1347511
"69",199617,1996,17,1,1,0,0,3249173,456390,815551,1347511
"70",199618,1996,18,0,0,0,0,3249173,456390,815551,1347511
"71",199619,1996,19,1,0,0,1,3249173,456390,815551,1347511
"72",199620,1996,20,1,0,0,1,3249173,456390,815551,1347511
"73",199621,1996,21,1,1,0,0,3249173,456390,815551,1347511
"74",199622,1996,22,0,0,0,0,3249173,456390,815551,1347511
"75",199623,1996,23,0,0,0,0,3249173,456390,815551,1347511
"76",199624,1996,24,2,1,1,0,3249173,456390,815551,1347511
"77",199625,1996,25,3,3,0,0,3249173,456390,815551,1347511
"78",199626,1996,26,2,2,0,0,3249173,456390,815551,1347511
"79",199627,1996,27,1,1,0,0,3249173,456390,815551,1347511
"80",199628,1996,28,1,1,0,0,3249173,456390,815551,1347511
"81",199629,1996,29,1,1,0,0,3249173,456390,815551,1347511
"82",199630,1996,30,1,1,0,0,3249173,456390,815551,1347511
"83",199631,1996,31,1,1,0,0,3249173,456390,815551,1347511
"84",199632,1996,32,0,0,0,0,3249173,456390,815551,1347511
"85",199633,1996,33,2,2,0,0,3249173,456390,815551,1347511
"86",199634,1996,34,1,1,0,0,3249173,456390,815551,1347511
"87",199635,1996,35,1,1,0,0,3249173,456390,815551,1347511
"88",199636,1996,36,0,0,0,0,3249173,456390,815551,1347511
"89",199637,1996,37,3,3,0,0,3249173,456390,815551,1347511
"90",199638,1996,38,1,1,0,0,3249173,456390,815551,1347511
"91",199639,1996,39,8,7,1,0,3249173,456390,815551,1347511
"92",199640,1996,40,2,2,0,0,3249173,456390,815551,1347511
"93",199641,1996,41,2,1,1,0,3249173,456390,815551,1347511
"94",199642,1996,42,1,1,0,0,3249173,456390,815551,1347511
"95",199643,1996,43,6,2,3,1,3249173,456390,815551,1347511
"96",199644,1996,44,3,3,0,0,3249173,456390,815551,1347511
"97",199645,1996,45,3,2,1,0,3249173,456390,815551,1347511
"98",199646,1996,46,6,5,0,0,3249173,456390,815551,1347511
"99",199647,1996,47,5,5,0,0,3249173,456390,815551,1347511
"100",199648,1996,48,2,2,0,0,3249173,456390,815551,1347511
"101",199649,1996,49,0,0,0,0,3249173,456390,815551,1347511
"102",199650,1996,50,1,1,0,0,3249173,456390,815551,1347511
"103",199651,1996,51,1,0,0,1,3249173,456390,815551,1347511
"104",199652,1996,52,1,0,1,0,3249173,456390,815551,1347511
"105",199701,1997,1,10,8,0,1,3264107,459063,819243,1357249
"106",199702,1997,2,0,0,0,0,3264107,459063,819243,1357249
"107",199703,1997,3,2,1,1,0,3264107,459063,819243,1357249
"108",199704,1997,4,0,0,0,0,3264107,459063,819243,1357249
"109",199705,1997,5,3,3,0,0,3264107,459063,819243,1357249
"110",199706,1997,6,0,0,0,0,3264107,459063,819243,1357249
"111",199707,1997,7,0,0,0,0,3264107,459063,819243,1357249
"112",199708,1997,8,0,0,0,0,3264107,459063,819243,1357249
"113",199709,1997,9,0,0,0,0,3264107,459063,819243,1357249
"114",199710,1997,10,0,0,0,0,3264107,459063,819243,1357249
"115",199711,1997,11,2,2,0,0,3264107,459063,819243,1357249
"116",199712,1997,12,0,0,0,0,3264107,459063,819243,1357249
"117",199713,1997,13,0,0,0,0,3264107,459063,819243,1357249
"118",199714,1997,14,2,2,0,0,3264107,459063,819243,1357249
"119",199715,1997,15,0,0,0,0,3264107,459063,819243,1357249
"120",199716,1997,16,1,1,0,0,3264107,459063,819243,1357249
"121",199717,1997,17,1,1,0,0,3264107,459063,819243,1357249
"122",199718,1997,18,1,1,0,0,3264107,459063,819243,1357249
"123",199719,1997,19,1,1,0,0,3264107,459063,819243,1357249
"124",199720,1997,20,2,2,0,0,3264107,459063,819243,1357249
"125",199721,1997,21,4,3,0,1,3264107,459063,819243,1357249
"126",199722,1997,22,1,1,0,0,3264107,459063,819243,1357249
"127",199723,1997,23,1,1,0,0,3264107,459063,819243,1357249
"128",199724,1997,24,1,1,0,0,3264107,459063,819243,1357249
"129",199725,1997,25,1,1,0,0,3264107,459063,819243,1357249
"130",199726,1997,26,2,2,0,0,3264107,459063,819243,1357249
"131",199727,1997,27,1,1,0,0,3264107,459063,819243,1357249
"132",199728,1997,28,3,1,1,0,3264107,459063,819243,1357249
"133",199729,1997,29,1,1,0,0,3264107,459063,819243,1357249
"134",199730,1997,30,0,0,0,0,3264107,459063,819243,1357249
"135",199731,1997,31,2,1,0,1,3264107,459063,819243,1357249
"136",199732,1997,32,3,2,0,1,3264107,459063,819243,1357249
"137",199733,1997,33,1,1,0,0,3264107,459063,819243,1357249
"138",199734,1997,34,1,0,0,1,3264107,459063,819243,1357249
"139",199735,1997,35,6,6,0,0,3264107,459063,819243,1357249
"140",199736,1997,36,4,4,0,0,3264107,459063,819243,1357249
"141",199737,1997,37,2,2,0,0,3264107,459063,819243,1357249
"142",199738,1997,38,3,3,0,0,3264107,459063,819243,1357249
"143",199739,1997,39,5,4,0,1,3264107,459063,819243,1357249
"144",199740,1997,40,2,1,0,1,3264107,459063,819243,1357249
"145",199741,1997,41,3,3,0,0,3264107,459063,819243,1357249
"146",199742,1997,42,5,4,1,0,3264107,459063,819243,1357249
"147",199743,1997,43,7,3,2,2,3264107,459063,819243,1357249
"148",199744,1997,44,3,2,0,1,3264107,459063,819243,1357249
"149",199745,1997,45,1,1,0,0,3264107,459063,819243,1357249
"150",199746,1997,46,4,3,1,0,3264107,459063,819243,1357249
"151",199747,1997,47,1,0,0,0,3264107,459063,819243,1357249
"152",199748,1997,48,2,1,1,1,3264107,459063,819243,1357249
"153",199749,1997,49,3,1,2,0,3264107,459063,819243,1357249
"154",199750,1997,50,2,2,0,0,3264107,459063,819243,1357249
"155",199751,1997,51,3,2,0,0,3264107,459063,819243,1357249
"156",199752,1997,52,1,1,0,0,3264107,459063,819243,1357249
"157",199801,1998,1,3,3,0,0,3278867,461758,823069,1367727
"158",199802,1998,2,1,1,0,0,3278867,461758,823069,1367727
"159",199803,1998,3,0,0,0,0,3278867,461758,823069,1367727
"160",199804,1998,4,1,1,0,0,3278867,461758,823069,1367727
"161",199805,1998,5,1,1,0,0,3278867,461758,823069,1367727
"162",199806,1998,6,1,1,0,0,3278867,461758,823069,1367727
"163",199807,1998,7,0,0,0,0,3278867,461758,823069,1367727
"164",199808,1998,8,1,0,1,0,3278867,461758,823069,1367727
"165",199809,1998,9,1,0,0,1,3278867,461758,823069,1367727
"166",199810,1998,10,2,2,0,0,3278867,461758,823069,1367727
"167",199811,1998,11,1,0,1,0,3278867,461758,823069,1367727
"168",199812,1998,12,4,3,0,1,3278867,461758,823069,1367727
"169",199813,1998,13,1,1,0,0,3278867,461758,823069,1367727
"170",199814,1998,14,2,1,0,1,3278867,461758,823069,1367727
"171",199815,1998,15,5,3,0,2,3278867,461758,823069,1367727
"172",199816,1998,16,1,0,0,0,3278867,461758,823069,1367727
"173",199817,1998,17,0,0,0,0,3278867,461758,823069,1367727
"174",199818,1998,18,0,0,0,0,3278867,461758,823069,1367727
"175",199819,1998,19,1,1,0,0,3278867,461758,823069,1367727
"176",199820,1998,20,1,0,0,0,3278867,461758,823069,1367727
"177",199821,1998,21,0,0,0,0,3278867,461758,823069,1367727
"178",199822,1998,22,0,0,0,0,3278867,461758,823069,1367727
"179",199823,1998,23,1,1,0,0,3278867,461758,823069,1367727
"180",199824,1998,24,1,0,0,0,3278867,461758,823069,1367727
"181",199825,1998,25,0,0,0,1,3278867,461758,823069,1367727
"182",199826,1998,26,1,1,0,0,3278867,461758,823069,1367727
"183",199827,1998,27,3,1,0,1,3278867,461758,823069,1367727
"184",199828,1998,28,1,0,1,0,3278867,461758,823069,1367727
"185",199829,1998,29,1,1,0,0,3278867,461758,823069,1367727
"186",199830,1998,30,1,1,0,0,3278867,461758,823069,1367727
"187",199831,1998,31,2,2,0,0,3278867,461758,823069,1367727
"188",199832,1998,32,3,2,0,0,3278867,461758,823069,1367727
"189",199833,1998,33,1,1,0,1,3278867,461758,823069,1367727
"190",199834,1998,34,3,3,0,0,3278867,461758,823069,1367727
"191",199835,1998,35,3,2,0,0,3278867,461758,823069,1367727
"192",199836,1998,36,2,2,0,1,3278867,461758,823069,1367727
"193",199837,1998,37,4,3,1,0,3278867,461758,823069,1367727
"194",199838,1998,38,2,1,1,0,3278867,461758,823069,1367727
"195",199839,1998,39,5,1,3,0,3278867,461758,823069,1367727
"196",199840,1998,40,5,1,2,1,3278867,461758,823069,1367727
"197",199841,1998,41,5,2,3,0,3278867,461758,823069,1367727
"198",199842,1998,42,4,2,2,0,3278867,461758,823069,1367727
"199",199843,1998,43,8,7,0,1,3278867,461758,823069,1367727
"200",199844,1998,44,9,2,7,0,3278867,461758,823069,1367727
"201",199845,1998,45,6,4,2,0,3278867,461758,823069,1367727
"202",199846,1998,46,1,0,1,0,3278867,461758,823069,1367727
"203",199847,1998,47,4,3,0,1,3278867,461758,823069,1367727
"204",199848,1998,48,3,2,1,0,3278867,461758,823069,1367727
"205",199849,1998,49,3,0,1,2,3278867,461758,823069,1367727
"206",199850,1998,50,2,0,0,1,3278867,461758,823069,1367727
"207",199851,1998,51,3,2,0,1,3278867,461758,823069,1367727
"208",199852,1998,52,3,2,0,1,3278867,461758,823069,1367727
"209",199901,1999,1,12,9,2,1,3297701,465014,829249,1377451
"210",199902,1999,2,1,0,0,1,3297701,465014,829249,1377451
"211",199903,1999,3,3,3,0,0,3297701,465014,829249,1377451
"212",199904,1999,4,3,2,0,2,3297701,465014,829249,1377451
"213",199905,1999,5,2,1,0,0,3297701,465014,829249,1377451
"214",199906,1999,6,2,1,0,1,3297701,465014,829249,1377451
"215",199907,1999,7,3,3,0,0,3297701,465014,829249,1377451
"216",199908,1999,8,2,2,0,0,3297701,465014,829249,1377451
"217",199909,1999,9,1,0,1,0,3297701,465014,829249,1377451
"218",199910,1999,10,3,3,0,0,3297701,465014,829249,1377451
"219",199911,1999,11,2,2,0,0,3297701,465014,829249,1377451
"220",199912,1999,12,1,1,0,0,3297701,465014,829249,1377451
"221",199913,1999,13,1,1,0,0,3297701,465014,829249,1377451
"222",199914,1999,14,0,0,0,0,3297701,465014,829249,1377451
"223",199915,1999,15,0,0,0,0,3297701,465014,829249,1377451
"224",199916,1999,16,0,0,0,0,3297701,465014,829249,1377451
"225",199917,1999,17,1,0,1,0,3297701,465014,829249,1377451
"226",199918,1999,18,0,0,0,0,3297701,465014,829249,1377451
"227",199919,1999,19,0,0,0,0,3297701,465014,829249,1377451
"228",199920,1999,20,0,0,0,1,3297701,465014,829249,1377451
"229",199921,1999,21,4,3,0,0,3297701,465014,829249,1377451
"230",199922,1999,22,2,2,0,0,3297701,465014,829249,1377451
"231",199923,1999,23,2,2,0,0,3297701,465014,829249,1377451
"232",199924,1999,24,0,0,0,1,3297701,465014,829249,1377451
"233",199925,1999,25,2,1,0,0,3297701,465014,829249,1377451
"234",199926,1999,26,1,1,0,0,3297701,465014,829249,1377451
"235",199927,1999,27,2,1,0,0,3297701,465014,829249,1377451
"236",199928,1999,28,1,0,0,0,3297701,465014,829249,1377451
"237",199929,1999,29,0,0,0,0,3297701,465014,829249,1377451
"238",199930,1999,30,0,0,0,0,3297701,465014,829249,1377451
"239",199931,1999,31,0,0,0,0,3297701,465014,829249,1377451
"240",199932,1999,32,2,2,0,1,3297701,465014,829249,1377451
"241",199933,1999,33,3,2,0,0,3297701,465014,829249,1377451
"242",199934,1999,34,3,3,0,0,3297701,465014,829249,1377451
"243",199935,1999,35,2,1,1,0,3297701,465014,829249,1377451
"244",199936,1999,36,3,2,1,0,3297701,465014,829249,1377451
"245",199937,1999,37,7,6,1,0,3297701,465014,829249,1377451
"246",199938,1999,38,7,7,0,0,3297701,465014,829249,1377451
"247",199939,1999,39,2,2,0,0,3297701,465014,829249,1377451
"248",199940,1999,40,5,3,2,0,3297701,465014,829249,1377451
"249",199941,1999,41,3,2,1,1,3297701,465014,829249,1377451
"250",199942,1999,42,3,2,0,0,3297701,465014,829249,1377451
"251",199943,1999,43,1,1,0,0,3297701,465014,829249,1377451
"252",199944,1999,44,5,5,0,0,3297701,465014,829249,1377451
"253",199945,1999,45,5,3,2,0,3297701,465014,829249,1377451
"254",199946,1999,46,3,1,1,0,3297701,465014,829249,1377451
"255",199947,1999,47,2,1,1,0,3297701,465014,829249,1377451
"256",199948,1999,48,0,0,0,0,3297701,465014,829249,1377451
"257",199949,1999,49,4,4,0,0,3297701,465014,829249,1377451
"258",199950,1999,50,3,2,1,0,3297701,465014,829249,1377451
"259",199951,1999,51,4,2,2,0,3297701,465014,829249,1377451
"260",199952,1999,52,0,0,0,0,3297701,465014,829249,1377451
"261",200001,2000,1,1,1,0,0,3318390,468323,834977,1387420
"262",200002,2000,2,1,1,0,1,3318390,468323,834977,1387420
"263",200003,2000,3,2,1,0,0,3318390,468323,834977,1387420
"264",200004,2000,4,4,4,0,0,3318390,468323,834977,1387420
"265",200005,2000,5,0,0,0,0,3318390,468323,834977,1387420
"266",200006,2000,6,3,2,1,0,3318390,468323,834977,1387420
"267",200007,2000,7,1,1,0,0,3318390,468323,834977,1387420
"268",200008,2000,8,3,2,1,0,3318390,468323,834977,1387420
"269",200009,2000,9,1,0,0,1,3318390,468323,834977,1387420
"270",200010,2000,10,0,0,0,0,3318390,468323,834977,1387420
"271",200011,2000,11,0,0,0,0,3318390,468323,834977,1387420
"272",200012,2000,12,0,0,0,0,3318390,468323,834977,1387420
"273",200013,2000,13,0,0,0,0,3318390,468323,834977,1387420
"274",200014,2000,14,3,3,0,0,3318390,468323,834977,1387420
"275",200015,2000,15,4,2,1,1,3318390,468323,834977,1387420
"276",200016,2000,16,1,1,0,0,3318390,468323,834977,1387420
"277",200017,2000,17,0,0,0,0,3318390,468323,834977,1387420
"278",200018,2000,18,1,1,0,0,3318390,468323,834977,1387420
"279",200019,2000,19,0,0,0,0,3318390,468323,834977,1387420
"280",200020,2000,20,1,1,0,0,3318390,468323,834977,1387420
"281",200021,2000,21,1,1,0,0,3318390,468323,834977,1387420
"282",200022,2000,22,1,1,0,0,3318390,468323,834977,1387420
"283",200023,2000,23,2,2,0,0,3318390,468323,834977,1387420
"284",200024,2000,24,3,2,1,0,3318390,468323,834977,1387420
"285",200025,2000,25,2,1,1,0,3318390,468323,834977,1387420
"286",200026,2000,26,2,2,0,0,3318390,468323,834977,1387420
"287",200027,2000,27,0,0,0,0,3318390,468323,834977,1387420
"288",200028,2000,28,3,1,2,0,3318390,468323,834977,1387420
"289",200029,2000,29,0,0,0,0,3318390,468323,834977,1387420
"290",200030,2000,30,2,1,0,0,3318390,468323,834977,1387420
"291",200031,2000,31,0,0,0,0,3318390,468323,834977,1387420
"292",200032,2000,32,1,0,1,0,3318390,468323,834977,1387420
"293",200033,2000,33,0,0,0,0,3318390,468323,834977,1387420
"294",200034,2000,34,3,3,0,0,3318390,468323,834977,1387420
"295",200035,2000,35,6,3,2,0,3318390,468323,834977,1387420
"296",200036,2000,36,4,3,1,0,3318390,468323,834977,1387420
"297",200037,2000,37,1,0,1,0,3318390,468323,834977,1387420
"298",200038,2000,38,3,3,0,0,3318390,468323,834977,1387420
"299",200039,2000,39,2,1,1,0,3318390,468323,834977,1387420
"300",200040,2000,40,6,2,2,1,3318390,468323,834977,1387420
"301",200041,2000,41,5,3,0,2,3318390,468323,834977,1387420
"302",200042,2000,42,4,2,1,0,3318390,468323,834977,1387420
"303",200043,2000,43,3,2,1,0,3318390,468323,834977,1387420
"304",200044,2000,44,1,1,0,0,3318390,468323,834977,1387420
"305",200045,2000,45,4,3,1,1,3318390,468323,834977,1387420
"306",200046,2000,46,2,1,0,0,3318390,468323,834977,1387420
"307",200047,2000,47,4,3,1,1,3318390,468323,834977,1387420
"308",200048,2000,48,3,2,0,0,3318390,468323,834977,1387420
"309",200049,2000,49,0,0,0,0,3318390,468323,834977,1387420
"310",200050,2000,50,2,1,1,0,3318390,468323,834977,1387420
"311",200051,2000,51,3,2,1,0,3318390,468323,834977,1387420
"312",200052,2000,52,1,1,0,0,3318390,468323,834977,1387420
"313",200101,2001,1,0,0,0,0,3335045,471507,839387,1395216
"314",200102,2001,2,1,0,0,1,3335045,471507,839387,1395216
"315",200103,2001,3,4,3,0,1,3335045,471507,839387,1395216
"316",200104,2001,4,2,1,1,0,3335045,471507,839387,1395216
"317",200105,2001,5,5,4,1,0,3335045,471507,839387,1395216
"318",200106,2001,6,6,4,0,2,3335045,471507,839387,1395216
"319",200107,2001,7,0,0,0,0,3335045,471507,839387,1395216
"320",200108,2001,8,1,0,1,0,3335045,471507,839387,1395216
"321",200109,2001,9,2,1,1,0,3335045,471507,839387,1395216
"322",200110,2001,10,2,1,1,0,3335045,471507,839387,1395216
"323",200111,2001,11,2,2,0,0,3335045,471507,839387,1395216
"324",200112,2001,12,2,2,0,0,3335045,471507,839387,1395216
"325",200113,2001,13,2,1,0,0,3335045,471507,839387,1395216
"326",200114,2001,14,3,1,1,1,3335045,471507,839387,1395216
"327",200115,2001,15,0,0,0,0,3335045,471507,839387,1395216
